query	candidates	generation	gt	plan	arguments	all	file
Can I generate an AI video with Chatbot?	['CourseTool', 'chatspot', 'clinq', 'heygen', 'ImageSearch']	{'plan': 'chatspot', 'arguments': {}}	{'plan': 'heygen', 'arguments': {}}	fail	pass	fail	metatool_testset.tsv
Can I get a catalog for a pump with model number XYZ?	['CranePumpsManuals', 'WebsiteTool', 'wpinteract', 'reflect_notes', 'TripTool']	{'plan': 'CranePumpsManuals', 'arguments': {'model_number': 'XYZ'}}	{'plan': 'CranePumpsManuals', 'arguments': {}}	pass	fail	fail	metatool_testset.tsv
Can I get a free preview of the summary?	['word_counter', 'SummarizeAnything_pr', 'fundsdbsearch', 'bramework', 'FinanceTool']	{'plan': 'SummarizeAnything_pr', 'arguments': {}}	{'plan': 'SummarizeAnything_pr', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
Can I get a PDF version of the chat conversation?	['ai_council', 'PolishTool', 'speechki_tts_plugin', 'MixerBox_WebSearchG_web_search', 'PDF_Exporter']	{'plan': 'PDF_Exporter', 'arguments': {}}	{'plan': 'PDF_Exporter', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
Can I get a real-time horoscope?	['BookTool', 'clearbit_integration', 'NewsTool', 'Horoscopes_by_Inner_Self', 'Dr_Thoths_Tarot']	{'plan': 'Horoscopes_by_Inner_Self', 'arguments': {}}	{'plan': 'Horoscopes_by_Inner_Self', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
Can I get a tailored plan?	['CribbageScorer', 'word_counter', 'dover_outreach', 'Planfit', 'stellarexplorer']	{'plan': 'Planfit', 'arguments': {}}	{'plan': 'Planfit', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
Can I get a workout plan?	['Planfit', 'mini_habits', 'lsongai', 'tailor_erp', 'GifApi']	{'plan': 'Planfit', 'arguments': {}}	{'plan': 'Planfit', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
Can I get advice from Hadith on how to deal with a difficult situation?	['timemachine', 'magi_codex', 'hadith', 'Visla', 'DataRetrievalTool']	{'plan': 'hadith', 'arguments': {'question': 'how to deal with a difficult situation'}}	{'plan': 'hadith', 'arguments': {}}	pass	fail	fail	metatool_testset.tsv
Can I get an AI-Coach?	['CreditYelp', 'MixerBox_WebSearchG_web_search', 'CribbageScorer', 'ABCmouse', 'Planfit']	{'plan': 'Planfit', 'arguments': {}}	{'plan': 'Planfit', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
Can I get assistance with a pump?	['exportchat', 'photorealistic', 'CranePumpsManuals', 'dart', 'MemeTool']	{'plan': 'CranePumpsManuals', 'arguments': {}}	{'plan': 'CranePumpsManuals', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
Can I get help finding the right footage for my video?	['IndoorPlants', 'Magnetis', 'reflect_notes', 'lsongai', 'Visla']	{'plan': 'Visla', 'arguments': {}}	{'plan': 'Visla', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
Can I get the lineup of a football match?	['AbleStyle', 'StrologyTool', 'chatspot', 'find_agency', 'keyplays_football']	{'plan': 'keyplays_football', 'arguments': {}}	{'plan': 'keyplays_football', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
Can I get the present time data through an API?	['MemeTool', 'search', 'timemachine', 'Discount', 'assetOvi']	{'plan': 'timemachine', 'arguments': {}}	{'plan': 'timemachine', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
Can I have my apparel delivered to my door?	['storybird_stories', 'Bohita', 'Tax_Calculator', 'webhooks', 'WeatherTool']	{'plan': 'Bohita', 'arguments': {}}	{'plan': 'Bohita', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
Can I log all of the conversations my company has?	['tira', 'TalentOrg', 'GiftTool', 'buildbetter', 'keywordexplorer']	{'plan': 'buildbetter', 'arguments': {}}	{'plan': 'buildbetter', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
Can I log my chats?	['timeport', 'exportchat', 'aiAgents', 'AbleStyle', 'find_agency']	{'plan': 'exportchat', 'arguments': {}}	{'plan': 'exportchat', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
Can I make an automated ERP application?	['clinq', 'tailor_erp', 'Puzzle_Constructor', 'C3_Glide', 'deployscript']	{'plan': 'tailor_erp', 'arguments': {}}	{'plan': 'tailor_erp', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
Can I play a turn-based game?	['ArtCollection', 'placid', 'themeparkhipster', 'TicTacToe', 'qreator']	{'plan': 'TicTacToe', 'arguments': {}}	{'plan': 'TicTacToe', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
Can I play chess with Chatbot?	['webhooks', 'TalentOrg', 'Chess', 'CreditYelp', 'Visla']	{'plan': 'Chess', 'arguments': {}}	{'plan': 'Chess', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
Can I play this game using voice or text?	['Bohita', 'assetOvi', 'CompanyInfoTool', 'deployscript', 'Sudoku']	{'plan': 'Sudoku', 'arguments': {}}	{'plan': 'Sudoku', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
Can I produce videos from a template?	['Review', 'placid', 'MapTool', 'C3_Glide', 'total_query_meta_search_engine']	{'plan': 'placid', 'arguments': {}}	{'plan': 'placid', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
Can I roll a dice?	['IndoorPlants', 'AbleStyle', 'MyWritingCompanion', 'diceroller', 'buildbetter']	{'plan': 'diceroller', 'arguments': {}}	{'plan': 'diceroller', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
Can I save this conversation?	['ChartTool', 'AppyPieAIAppBuilder', 'reflect_notes', 'uberchord', 'fundsdbsearch']	{'plan': 'reflect_notes', 'arguments': {}}	{'plan': 'reflect_notes', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
Can I schedule automated messages to be sent daily?	['themeparkhipster', 'Glowing', 'locator', 'LarkBaseImporter', 'blockatlas']	{'plan': 'Glowing', 'arguments': {}}	{'plan': 'Glowing', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
Can I schedule calls with CLINQ?	['clinq', 'DietTool', 'internetSearch', 'timemachine', 'kraftful']	{'plan': 'clinq', 'arguments': {}}	{'plan': 'clinq', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
Can I send messages to any country?	['web_scraper', 'AbleStyle', 'Glowing', 'lsongai', 'IndoorPlants']	{'plan': 'Glowing', 'arguments': {}}	{'plan': 'Glowing', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
Can I set up a daily message on my phone?	['CharityTool', 'smarttsicketsai', 'AusPetrolPrices', 'GiftTool', 'Glowing']	{'plan': 'Glowing', 'arguments': {}}	{'plan': 'Glowing', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
Can I set up call reminders?	['JobTool', 'haulingbuddies', 'LawTool', 'clinq', 'ProductComparison']	{'plan': 'clinq', 'arguments': {}}	{'plan': 'clinq', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
Can I set up personal reminders sent to my phone?	['bramework', 'qreator', 'SEOTool', 'ProductComparison', 'Glowing']	{'plan': 'Glowing', 'arguments': {}}	{'plan': 'Glowing', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
Can I share my notebooks with others?	['seoanalysis', 'noteable', 'Puzzle_Constructor', 'hdbcarpark', 'find_agency']	{'plan': 'noteable', 'arguments': {}}	{'plan': 'noteable', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
Can I talk to a League of Legends champion?	['Creaticode_Extension_of_MIT_Scratch', 'champdex', 'MemeTool', 'timemachine', 'calculator']	{'plan': 'champdex', 'arguments': {}}	{'plan': 'champdex', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
Can I turn a text into a QR code?	['RoboAd', 'kraftful', 'tira', 'create_qr_code', 'HousePurchasingTool']	{'plan': 'create_qr_code', 'arguments': {'text': ''}}	{'plan': 'create_qr_code', 'arguments': {}}	pass	fail	fail	metatool_testset.tsv
Can I use a plugin to generate realistic images with Midjourney?	['photorealistic', 'magi_codex', 'LawTool', 'locator', 'CTCP']	{'plan': 'photorealistic', 'arguments': {'prompt': 'Generate Photorealistic prompts for Midjourney'}}	{'plan': 'photorealistic', 'arguments': {}}	pass	fail	fail	metatool_testset.tsv
Can I use Chatbot to create an SQL query?	['BookTool', 'AI2sql', 'LarkBaseImporter', 'RoboAd', 'ChartTool']	{'plan': 'AI2sql', 'arguments': {}}	{'plan': 'AI2sql', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
Can I use Clearbit Prospecting to get insights about potential customers?	['hubbubworld_hubbub_1', 'SSH', 'ai_council', 'clearbit_integration', 'Zapier']	{'plan': 'clearbit_integration', 'arguments': {}}	{'plan': 'clearbit_integration', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
Can I use Clearbit Reveal to identify anonymous website visitors?	['clearbit_integration', 'Algorithma', 'noteable', 'SSH', 'IndoorPlants']	{'plan': 'clearbit_integration', 'arguments': {}}	{'plan': 'clearbit_integration', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
Can I use multiple AI agents to achieve the same goal?	['CranePumpsManuals', 'ndricks_sports_api', 'CTCP', 'ExchangeTool', 'aiAgents']	{'plan': 'aiAgents', 'arguments': {}}	{'plan': 'aiAgents', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
Can I use natural language to communicate with my server?	['photorealistic', 'speak', 'locator', 'SSH', 'qreator']	{'plan': 'SSH', 'arguments': {}}	{'plan': 'SSH', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
Can I use stock footage to create a video?	['NotesTool', 'seoanalysis', 'Visla', 'sakenowa', 'MyWritingCompanion']	{'plan': 'Visla', 'arguments': {}}	{'plan': 'Visla', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
Can I use the Unsplash API to find images for my article?	['Broadway', 'ImageSearch', 'Google_Ads_Shopping_Microsoft_Ads_pay_per_click', 'airqualityforeast', 'MixerBox_Translate_AI_language_tutor']	{'plan': 'ImageSearch', 'arguments': {}}	{'plan': 'ImageSearch', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
Can you analyze a Substack newsletter for me?	['TalentOrg', 'noteable', 'TripAdviceTool', 'blockatlas', 'Substack_IQ']	{'plan': 'Substack_IQ', 'arguments': {}}	{'plan': 'Substack_IQ', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
Can you analyze my query?	['MixerBox_Translate_AI_language_tutor', 'ai_council', 'assetOvi', 'NASATool', 'WeatherTool']	{'plan': 'ai_council', 'arguments': {}}	{'plan': 'ai_council', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
Can you analyze my server logs?	['CreditYelp', 'chatspot', 'kraftful', 'PodcastTool', 'AutoInfra1']	{'plan': 'AutoInfra1', 'arguments': {}}	{'plan': 'AutoInfra1', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
Can you analyze my tarot cards?	['seoanalysis', 'copilot', 'haulingbuddies', 'VideoSummarizeTool', 'Dr_Thoths_Tarot']	{'plan': 'Dr_Thoths_Tarot', 'arguments': {}}	{'plan': 'Dr_Thoths_Tarot', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
Can you analyze this image for me?	['CranePumpsManuals', 'SceneXplain', 'dart', 'cloudflare_radar', 'local']	{'plan': 'SceneXplain', 'arguments': {}}	{'plan': 'SceneXplain', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
Can you analyze this sentence for me?	['PolishTool', 'WordCloud', 'word_counter', 'QuiverQuantitative', 'ShoppingAssistant']	{'plan': 'word_counter', 'arguments': {}}	{'plan': 'word_counter', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
Can you assist me in understanding the inclusion and exclusion criteria for clinical trial NCT05859269?	['Discount', 'CTCP', 'MediaModifyTool', 'internetSearch', 'Bohita']	{'plan': 'CTCP', 'arguments': {'nctid': 58096869}}	{'plan': 'CTCP', 'arguments': {}}	pass	fail	fail	metatool_testset.tsv
Can you automate the process of extracting data from a website?	['aiAgents', 'web_scraper', 'hubbubworld_hubbub_1', 'photorealistic', 'clearbit_integration']	{'plan': 'web_scraper', 'arguments': {}}	{'plan': 'web_scraper', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
Can you calculate the length of this paragraph?	['diceroller', 'IndoorPlants', 'GameTool', 'JobTool', 'word_counter']	{'plan': 'word_counter', 'arguments': {'paragraph': 'Can you calculate the length of this paragraph?'}}	{'plan': 'word_counter', 'arguments': {}}	pass	fail	fail	metatool_testset.tsv
Can you calculate the sales tax for a purchase in Los Angeles?	['Tax_Calculator', 'airqualityforeast', 'themeparkhipster', 'ResearchHelper', 'keywordexplorer']	{'plan': 'Tax_Calculator', 'arguments': {'address': 'Los Angeles'}}	{'plan': 'Tax_Calculator', 'arguments': {}}	pass	fail	fail	metatool_testset.tsv
Can you calculate the sales tax using Avalara?	['Tax_Calculator', 'aiAgents', 'ABCmouse', 'Planfit', 'hadith']	{'plan': 'Tax_Calculator', 'arguments': {'address': '', 'amount': None}}	{'plan': 'Tax_Calculator', 'arguments': {}}	pass	fail	fail	metatool_testset.tsv
Can you check if an animal transporter has a DOT number to ensure they comply with regulations?	['cloudflare_radar', 'haulingbuddies', 'Man_of_Many', 'MemeTool', 'ph_ai_news_query']	{'plan': 'haulingbuddies', 'arguments': {}}	{'plan': 'haulingbuddies', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
Can you check if my email is compromised?	['MediaModifyTool', 'DietTool', 'video_highlight', 'EmailByNylas', 'hacktrack']	{'plan': 'hacktrack', 'arguments': {}}	{'plan': 'hacktrack', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
Can you craft a story for me?	['storybird_stories', 'EmailByNylas', 'ShoppingAssistant', 'clinical_trial_radar', 'SceneXplain']	{'plan': 'storybird_stories', 'arguments': {}}	{'plan': 'storybird_stories', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
Can you create a visual representation of this text?	['airqualityforeast', 'dover_outreach', 'WordCloud', 'URLTool', 'ChartTool']	{'plan': 'WordCloud', 'arguments': {}}	{'plan': 'WordCloud', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
Can you curate some music and hashtags for my picture?	['social_media_muse', 'SuperchargeMyEV', 'dart', 'metaphor_search_api', 'C3_Glide']	{'plan': 'social_media_muse', 'arguments': {}}	{'plan': 'social_media_muse', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
Can you extract content from a website?	['dev', 'Tax_Calculator', 'timeport', 'web_scraper', 'shimmer_daily']	{'plan': 'web_scraper', 'arguments': {}}	{'plan': 'web_scraper', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
Can you extract the content from a website by URL?	['web_scraper', 'social_media_muse', 'deployscript', 'hackit_web_scanner', 'ArtCollection']	{'plan': 'web_scraper', 'arguments': {'URL': None}}	{'plan': 'web_scraper', 'arguments': {}}	pass	fail	fail	metatool_testset.tsv
Can you fetch posts from my WordPress website for me?	['find_agency', 'uberchord', 'wpinteract', 'Horoscopes_by_Inner_Self', 'Tax_Calculator']	{'plan': 'wpinteract', 'arguments': {}}	{'plan': 'wpinteract', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
Can you fetch the content from a webpage using a URL?	['MixerBox_Translate_AI_language_tutor', 'RoboAd', 'lsongai', 'web_scraper', 'airqualityforeast']	{'plan': 'web_scraper', 'arguments': {}}	{'plan': 'web_scraper', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
Can you generate a QR code for me?	['fundsdbsearch', 'copywriter', 'create_qr_code', 'URLTool', 'Tax_Calculator']	{'plan': 'create_qr_code', 'arguments': {}}	{'plan': 'create_qr_code', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
Can you generate a QR code for me?	['timemachine', 'universal', 'video_highlight', 'smarttsicketsai', 'buildbetter']	{'plan': 'universal', 'arguments': {}}	{'plan': 'universal', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
Can you generate a story for me?	['cloudflare_radar', 'MixerBox_Translate_AI_language_tutor', 'storybird_stories', 'FinanceTool', 'ph_ai_news_query']	{'plan': 'storybird_stories', 'arguments': {}}	{'plan': 'storybird_stories', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
Can you generate an ad for an Australian car dealership?	['what_to_watch', 'PolishTool', 'rephrase', 'ph_ai_news_query', 'CarYardBard']	{'plan': 'CarYardBard', 'arguments': {}}	{'plan': 'CarYardBard', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
Can you generate insights from my query?	['SASpeedCameras', 'ai_council', 'HousePurchasingTool', 'exportchat', 'heygen']	{'plan': 'ai_council', 'arguments': {}}	{'plan': 'ai_council', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
Can you give me a personalized horoscope?	['stellarexplorer', 'Horoscopes_by_Inner_Self', 'EmailByNylas', 'TalentOrg', 'uberchord']	{'plan': 'Horoscopes_by_Inner_Self', 'arguments': {}}	{'plan': 'Horoscopes_by_Inner_Self', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
Can you give me a picture of how this website looked like last week?	['ImageSearch', 'ABCmouse', 'aiAgents', 'WebRewind', 'ndricks_sports_api']	{'plan': 'WebRewind', 'arguments': {}}	{'plan': 'WebRewind', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
Can you give me a risk assessment for Flu?	['hubbubworld_hubbub_1', 'abc_to_audio', 'copilot', 'ndricks_sports_api', 'DietTool']	{'plan': 'hubbubworld_hubbub_1', 'arguments': {}}	{'plan': 'hubbubworld_hubbub_1', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
Can you give me a way to convert text to speech?	['ShoppingAssistant', 'mbti', 'PDF_Exporter', 'speechki_tts_plugin', 'web_scraper']	{'plan': 'speechki_tts_plugin', 'arguments': {}}	{'plan': 'speechki_tts_plugin', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
Can you give me an analysis of my website?	['chatspot', 'seoanalysis', 'Checkers', 'QuiverQuantitative', 'Talkface_IELTS_Prep']	{'plan': 'seoanalysis', 'arguments': {}}	{'plan': 'seoanalysis', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
Can you give me an estimate of the sales tax in New York?	['timemachine', 'Tax_Calculator', 'aiAgents', 'bramework', 'Planfit']	{'plan': 'Tax_Calculator', 'arguments': {'address': 'New York'}}	{'plan': 'Tax_Calculator', 'arguments': {}}	pass	fail	fail	metatool_testset.tsv
Can you give me any information about the history of the Eiffel Tower?	['CreditYelp', 'Man_of_Many', 'buildbetter', 'jini', 'cloudflare_radar']	{'plan': 'jini', 'arguments': {'query': 'history of the Eiffel Tower'}}	{'plan': 'jini', 'arguments': {}}	pass	fail	fail	metatool_testset.tsv
Can you give me any tips on copywriting?	['copywriter', 'StrologyTool', 'Talkface_IELTS_Prep', 'ChartTool', 'Puzzle_Constructor']	{'plan': 'copywriter', 'arguments': {}}	{'plan': 'copywriter', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
Can you give me clues to guess a word?	['TripAdviceTool', 'LarkBaseImporter', 'Discount', 'crafty_clues', 'find_agency']	{'plan': 'crafty_clues', 'arguments': {}}	{'plan': 'crafty_clues', 'arguments': {}}	pass	pass	pass	metatool_testset.tsv
