Query	answer	candidates
What can I do to improve the SEO of my website?	{'plan': 'seoanalysis', 'arguments': {}}	['seoanalysis', 'JobTool', 'MapTool', 'AusPetrolPrices', 'DataRetrievalTool']
What can I do to make my content more engaging?	{'plan': 'MyWritingCompanion', 'arguments': {}}	['MyWritingCompanion', 'WebRewind', 'Bohita', 'cloudflare_radar', 'AusPetrolPrices']
What can I learn about the competitive landscape?	{'plan': 'bramework', 'arguments': {}}	['bramework', 'Man_of_Many', 'word_sneak', 'crafty_clues', 'ResearchHelper']
What can I learn about this time period?	{'plan': 'timeport', 'arguments': {}}	['decision_journal', 'CreditYelp', 'stellarexplorer', 'timeport', 'ResearchFinder']
What can I learn from Cloudflare Radar?	{'plan': 'cloudflare_radar', 'arguments': {}}	['CarYardBard', 'CTCP', 'EarthquakeTool', 'speechki_tts_plugin', 'cloudflare_radar']
What can you do to help me with Magic	{'plan': 'magi_codex', 'arguments': {}}	['hacktrack', 'Checkers', 'magi_codex', 'hackit_web_scanner', 'recipe_retrieval']
What can you tell me about Mars Rovers?	{'plan': 'stellarexplorer', 'arguments': {}}	['MapTool', 'stellarexplorer', 'diceroller', 'ProductComparison', 'IndoorPlants']
What can you tell me about this image?	{'plan': 'SceneXplain', 'arguments': {}}	['SceneXplain', 'CourseTool', 'JobTool', 'haulingbuddies', 'WebsiteTool']
What cars should I consider based on my budget and needs?	{'plan': 'copilot', 'arguments': {}}	['noteable', 'QuiverQuantitative', 'MyWritingCompanion', 'copilot', 'speechki_tts_plugin']
What clinical trial data is available?	{'plan': 'clinical_trial_radar', 'arguments': {}}	['clinical_trial_radar', 'MediaModifyTool', 'aiAgents', 'create_qr_code', 'what_to_watch']
What colors are associated with this brand?	{'plan': 'brandfetch', 'arguments': {}}	['CompanyInfoTool', 'TripTool', 'brandfetch', 'AppyPieAIAppBuilder', 'Algorithma']
What cosmetics are available?	{'plan': 'tira', 'arguments': {}}	['URLTool', 'sakenowa', 'hacktrack', 'tira', 'Algorithma']
What data do you have about stock trading in Congress?	{'plan': 'QuiverQuantitative', 'arguments': {}}	['SSH', 'sakenowa', 'WordCloud', 'Horoscopes_by_Inner_Self', 'QuiverQuantitative']
What did the commentators say about the last match?	{'plan': 'keyplays_football', 'arguments': {}}	['keyplays_football', 'dev', 'korea_subway', 'keywordexplorer', 'abc_to_audio']
What do the array indices represent?	{'plan': 'TicTacToe', 'arguments': {}}	['calculator', 'ResearchHelper', 'ChatOCR', 'TicTacToe', 'competitorppcads']
What do you know about insider trading?	{'plan': 'QuiverQuantitative', 'arguments': {}}	['QuiverQuantitative', 'speak', 'hacktrack', 'tira', 'Tax_Calculator']
What does SceneXplain do?	{'plan': 'SceneXplain', 'arguments': {}}	['SEOTool', 'fundsdbsearch', 'SceneXplain', 'SASpeedCameras', 'locator']
What does the /start command do?	{'plan': 'Algorithma', 'arguments': {}}	['Algorithma', 'qreator', 'Puzzle_Constructor', 'CranePumpsManuals', 'dover_outreach']
What font does this company use?	{'plan': 'brandfetch', 'arguments': {}}	['Dr_Thoths_Tarot', 'cloudflare_radar', 'bramework', 'TicTacToe', 'brandfetch']
What frameworks can I use to improve my copywriting?	{'plan': 'copywriter', 'arguments': {}}	['tailor_erp', 'copywriter', 'dart', 'timemachine', 'AbleStyle']
What fun activities can I do?	{'plan': 'Checkers', 'arguments': {}}	['AbleStyle', 'seoanalysis', 'NotesTool', 'hackit_web_scanner', 'Checkers']
What funding options are available?	{'plan': 'fundsdbsearch', 'arguments': {}}	['URLTool', 'socialsearch', 'qreator', 'GifApi', 'fundsdbsearch']
What funds are available on FundsDB?	{'plan': 'fundsdbsearch', 'arguments': {}}	['fundsdbsearch', 'SuperchargeMyEV', 'timemachine', 'hacktrack', 'Figlet']
What game can I play?	{'plan': 'Checkers', 'arguments': {}}	['ProductSearch', 'hackit_web_scanner', 'clearbit_integration', 'tailor_erp', 'Checkers']
What guitar chord should I use for this song?	{'plan': 'uberchord', 'arguments': {}}	['Now', 'RoboAd', 'form', 'uberchord', 'ResumeTool']
What Hadith can I find on the topic of patience?	{'plan': 'hadith', 'arguments': {}}	['AppyPieAIAppBuilder', 'abc_to_audio', 'hadith', 'CharityTool', 'Tax_Calculator']
What hashtags are being used in tweets about [topic]?	{'plan': 'socialsearch', 'arguments': {}}	['dev', 'LawTool', 'socialsearch', 'heygen', 'Broadway']
What health products can I find?	{'plan': 'tira', 'arguments': {}}	['dover_outreach', 'tira', 'PodcastTool', 'CarYardBard', 'RestaurantBookingTool']
What improvements can be made to the sales copy on this page?	{'plan': 'copywriter', 'arguments': {}}	['SummarizeAnything_pr', 'copywriter', 'web_requests', 'ad4mat', 'find_agency']
What information can you give me about lobbying?	{'plan': 'QuiverQuantitative', 'arguments': {}}	['ProductComparison', 'cloudflare_radar', 'QuiverQuantitative', 'video_highlight', 'seoanalysis']
What information do I get about my calls?	{'plan': 'clinq', 'arguments': {}}	['Figlet', 'clinq', 'ShoppingAssistant', 'CharityTool', 'Magnetis']
What information do you have about the brand?	{'plan': 'brandfetch', 'arguments': {}}	['socialsearch', 'AusPetrolPrices', 'brandfetch', 'dev', 'website_performance_insights']
What information is available for a pump with XYZ model number?	{'plan': 'CranePumpsManuals', 'arguments': {}}	['locator', 'uk_politics', 'CranePumpsManuals', 'keyplays_football', 'hacktrack']
What investing recommendations do you have for me?	{'plan': 'portfoliopilot', 'arguments': {}}	['portfoliopilot', 'GameTool', 'C3_Glide', 'universal', 'LarkBaseImporter']
What is affiliate marketing?	{'plan': 'ad4mat', 'arguments': {}}	['recipe_retrieval', 'HousePurchasingTool', 'ArtCollection', 'ResumeTool', 'ad4mat']
What is an immersive game?	{'plan': 'Algorithma', 'arguments': {}}	['MemoryTool', 'Algorithma', 'Puzzle_Constructor', 'Horoscopes_by_Inner_Self', 'Creaticode_Extension_of_MIT_Scratch']
What is AzothCorp's relationship with Mnemosyne Labs?	{'plan': 'Dr_Thoths_Tarot', 'arguments': {}}	['magi_codex', 'tailor_erp', 'Dr_Thoths_Tarot', 'SummarizeAnything_pr', 'decision_journal']
What is Magnetis?	{'plan': 'Magnetis', 'arguments': {}}	['CourseTool', 'dart', 'Magnetis', 'ndricks_sports_api', 'WebsiteTool']
What is Man of Many?	{'plan': 'Man_of_Many', 'arguments': {}}	['AutoInfra1', 'JobTool', 'search', 'Now', 'Man_of_Many']
What is my daily horoscope?	{'plan': 'Horoscopes_by_Inner_Self', 'arguments': {}}	['Agones', 'mini_habits', 'tailor_erp', 'SummarizeAnything_pr', 'Horoscopes_by_Inner_Self']
What is my zodiac sign?	{'plan': 'Horoscopes_by_Inner_Self', 'arguments': {}}	['PodcastTool', 'uberchord', 'Horoscopes_by_Inner_Self', 'ndricks_sports_api', 'BookTool']
What is Planfit?	{'plan': 'Planfit', 'arguments': {}}	['internetSearch', 'MemoryTool', 'Zapier', 'themeparkhipster', 'Planfit']
What is the air quality like in my area?	{'plan': 'airqualityforeast', 'arguments': {}}	['airqualityforeast', 'RepoTool', 'uberchord', 'timemachine', 'timeport']
What is the air quality like in the US?	{'plan': 'airqualityforeast', 'arguments': {}}	['MemeTool', 'internetSearch', 'PDF&URLTool', 'airqualityforeast', 'diceroller']
What is the average daily petrol cost in Australia?	{'plan': 'AusPetrolPrices', 'arguments': {}}	['metaphor_search_api', 'assetOvi', 'AusPetrolPrices', 'Man_of_Many', 'diceroller']
What is the average daily petrol price in Australia?	{'plan': 'AusPetrolPrices', 'arguments': {}}	['keyplays_football', 'AusPetrolPrices', 'Checkers', 'PolishTool', 'smarttsicketsai']
What is the average petrol price in my city?	{'plan': 'AusPetrolPrices', 'arguments': {}}	['EmailByNylas', 'AI2sql', 'AusPetrolPrices', 'Puzzle_Constructor', 'speak']
What is the average petrol price in my state?	{'plan': 'AusPetrolPrices', 'arguments': {}}	['TicTacToe', 'hacktrack', 'webhooks', 'AusPetrolPrices', 'rephrase']
What is the average price of petrol in my region?	{'plan': 'AusPetrolPrices', 'arguments': {}}	['Zapier', 'webhooks', 'AusPetrolPrices', 'LawTool', 'decision_journal']
What is the beach forecast for Manly Beach?	{'plan': 'AusSurfReport', 'arguments': {}}	['CarYardBard', 'keyplays_football', 'AusSurfReport', 'BookTool', 'Checkers']
What is the best car for me in my price range?	{'plan': 'copilot', 'arguments': {}}	['copilot', 'metaphor_search_api', 'WebsiteTool', 'Figlet', 'Magnetis']
What is the best database solution for me?	{'plan': 'LarkBaseImporter', 'arguments': {}}	['SuperchargeMyEV', 'LarkBaseImporter', 'ChartTool', 'Broadway', 'PodcastTool']
What is the best habit tracker to help me form new habits?	{'plan': 'mini_habits', 'arguments': {}}	['blockatlas', 'ChatOCR', 'hubbubworld_hubbub_1', 'ai_council', 'mini_habits']
What is the best route to take from Seoul Station to Gwanghwamun Station?	{'plan': 'korea_subway', 'arguments': {}}	['KalendarAI', 'Horoscopes_by_Inner_Self', 'korea_subway', 'mbti', 'qreator']
What is the best Sake brand available?	{'plan': 'sakenowa', 'arguments': {}}	['SEOTool', 'QuiverQuantitative', 'CharityTool', 'magi_codex', 'sakenowa']
What is the best Sake from Miyagi Prefecture?	{'plan': 'sakenowa', 'arguments': {}}	['FinanceTool', 'create_qr_code', 'sakenowa', 'Puzzle_Constructor', 'GiftTool']
What is the best way to answer my financial questions?	{'plan': 'portfoliopilot', 'arguments': {}}	['ProductSearch', 'Zapier', 'social_media_muse', 'search', 'portfoliopilot']
What is the best way to automate an ERP system?	{'plan': 'tailor_erp', 'arguments': {}}	['universal', 'mini_habits', 'CTCP', 'Substack_IQ', 'tailor_erp']
What is the best way to care for my indoor plant?	{'plan': 'IndoorPlants', 'arguments': {}}	['IndoorPlants', 'internetSearch', 'ChartTool', 'ph_ai_news_query', 'Checkers']
What is the best way to convert text to audio?	{'plan': 'speechki_tts_plugin', 'arguments': {}}	['LarkBaseImporter', 'TripTool', 'NewsTool', 'speechki_tts_plugin', 'Bohita']
What is the best way to create trackable links?	{'plan': 'ad4mat', 'arguments': {}}	['ad4mat', 'web_requests', 'MemoryTool', 'kraftful', 'IndoorPlants']
What is the best way to develop a product?	{'plan': 'kraftful', 'arguments': {}}	['Tax_Calculator', 'locator', 'speechki_tts_plugin', 'Algorithma', 'kraftful']
What is the best way to find a chord diagram?	{'plan': 'uberchord', 'arguments': {}}	['storybird_stories', 'speechki_tts_plugin', 'MixerBox_WebSearchG_web_search', 'uberchord', 'talkfpl']
What is the best way to find the right candidate for a job?	{'plan': 'TalentOrg', 'arguments': {}}	['storybird_stories', 'RoboAd', 'metaphor_search_api', 'ResearchFinder', 'TalentOrg']
What is the best way to learn French?	{'plan': 'speak', 'arguments': {}}	['abc_to_audio', 'web_scraper', 'mini_habits', 'chat_with_workspace', 'speak']
What is the best way to manage my FPL team?	{'plan': 'talkfpl', 'arguments': {}}	['AbleStyle', 'talkfpl', 'TalentOrg', 'create_qr_code', 'bramework']
What is the best way to protect myself online?	{'plan': 'hackit_web_scanner', 'arguments': {}}	['keywordexplorer', 'MemoryTool', 'hackit_web_scanner', 'dev', 'ad4mat']
What is the best way to score my cards in cribbage?	{'plan': 'CribbageScorer', 'arguments': {}}	['CribbageScorer', 'magi_codex', 'CharityTool', 'dev', 'EmailByNylas']
What is the current map in APEX Legends Ranked?	{'plan': 'ApexMap', 'arguments': {}}	['ApexMap', 'TicTacToe', 'FinanceTool', 'blockatlas', 'sakenowa']
What is the current position of the ISS?	{'plan': 'locator', 'arguments': {}}	['haulingbuddies', 'bramework', 'ad4mat', 'locator', 'timemachine']
What is the current standings of the league?	{'plan': 'keyplays_football', 'arguments': {}}	['MyWritingCompanion', 'Algorithma', 'ProductComparison', 'keyplays_football', 'Magnetis']
What is the current stock price of Tesla?	{'plan': 'jini', 'arguments': {}}	['FinanceTool', 'jini', 'StrologyTool', 'QuiverQuantitative', 'assetOvi']
What is the current time?	{'plan': 'timemachine', 'arguments': {}}	['TripAdviceTool', 'NewsTool', 'MediaTool', 'timemachine', 'MixerBox_WebSearchG_web_search']
What is the current weather for my flight route?	{'plan': 'C3_Glide', 'arguments': {}}	['tira', 'C3_Glide', 'HousePurchasingTool', 'buildbetter', 'AppyPieAIAppBuilder']
What is the d20 system?	{'plan': 'diceroller', 'arguments': {}}	['diceroller', 'website_performance_insights', 'LawTool', 'hubbubworld_hubbub_1', 'photorealistic']
What is the domain information for this website?	{'plan': 'chatspot', 'arguments': {}}	['find_agency', 'TicTacToe', 'MediaTool', 'chatspot', 'Discount']
What is the fastest way to create a QR code?	{'plan': 'qreator', 'arguments': {}}	['Zapier', 'qreator', 'C3_Glide', 'ai_council', 'timeport']
What is the flavor tag for this Sake?	{'plan': 'sakenowa', 'arguments': {}}	['reflect_notes', 'hdbcarpark', 'airqualityforeast', 'sakenowa', 'FinanceTool']
What is the forecast for the next two days?	{'plan': 'airqualityforeast', 'arguments': {}}	['SceneXplain', 'heygen', 'socialsearch', 'internetSearch', 'airqualityforeast']
What is the format of a query for Metaphor?	{'plan': 'metaphor_search_api', 'arguments': {}}	['metaphor_search_api', 'MapTool', 'reflect_notes', 'internetSearch', 'find_agency']
What is the HTTP protocol?	{'plan': 'webhooks', 'arguments': {}}	['find_agency', 'dart', 'PDF_Exporter', 'webhooks', 'aiAgents']
What is the latest health guidance for COVID-19?	{'plan': 'hubbubworld_hubbub_1', 'arguments': {}}	['Creaticode_Extension_of_MIT_Scratch', 'social_media_muse', 'magi_codex', 'hubbubworld_hubbub_1', 'ApexMap']
What is the METAR for KJFK?	{'plan': 'C3_Glide', 'arguments': {}}	['C3_Glide', 'buildbetter', 'QuiverQuantitative', 'ApexMap', 'AutoInfra1']
What is the MIT Extension for Scratch?	{'plan': 'Creaticode_Extension_of_MIT_Scratch', 'arguments': {}}	['Creaticode_Extension_of_MIT_Scratch', 'dev', 'webhooks', 'deployscript', 'TicTacToe']
What is the model number of this pump?	{'plan': 'CranePumpsManuals', 'arguments': {}}	['SEOTool', 'CranePumpsManuals', 'MediaModifyTool', 'dart', 'HousePurchasingTool']
"What is the music video for the song ""Old Town Road""?"	{'plan': 'jini', 'arguments': {}}	['WebRewind', 'shimmer_daily', 'Figlet', 'jini', 'diceroller']
What is the payoff plan for my credit card?	{'plan': 'CreditYelp', 'arguments': {}}	['URLTool', 'RestaurantBookingTool', 'PodcastTool', 'recipe_retrieval', 'CreditYelp']
What is the performance of my website?	{'plan': 'website_performance_insights', 'arguments': {}}	['website_performance_insights', 'competitorppcads', 'CharityTool', 'metaphor_search_api', 'GameTool']
What is the population of France?	{'plan': 'jini', 'arguments': {}}	['uberchord', 'MemeTool', 'jini', 'crafty_clues', 'RoboAd']
What is the PWA score of my website?	{'plan': 'website_performance_insights', 'arguments': {}}	['website_performance_insights', 'AusSurfReport', 'speechki_tts_plugin', 'AppyPieAIAppBuilder', 'AusPetrolPrices']
What is the repayment schedule for my loan?	{'plan': 'CreditYelp', 'arguments': {}}	['CreditYelp', 'AppyPieAIAppBuilder', 'PolishTool', 'GiftTool', 'aiAgents']
What is the ruling on this Magic card?	{'plan': 'magi_codex', 'arguments': {}}	['reflect_notes', 'magi_codex', 'universal', 'JobTool', 'MediaModifyTool']
What is the sales tax on a purchase of $50 in San Francisco?	{'plan': 'Tax_Calculator', 'arguments': {}}	['Tax_Calculator', 'CreditYelp', 'JobTool', 'WebsiteTool', 'smarttsicketsai']
What is the status of the car park lots?	{'plan': 'hdbcarpark', 'arguments': {}}	['SSH', 'kraftful', 'MusicTool', 'hdbcarpark', 'CarYardBard']
What is the surf forecast in Australia today?	{'plan': 'AusSurfReport', 'arguments': {}}	['WeatherTool', 'HouseRentingTool', 'portfoliopilot', 'AusSurfReport', 'WebRewind']
What is the surf report for Bondi Beach?	{'plan': 'AusSurfReport', 'arguments': {}}	['AusSurfReport', 'WeatherTool', 'search', 'chat_with_workspace', 'timemachine']
What is the TAF for EGLL?	{'plan': 'C3_Glide', 'arguments': {}}	['word_counter', 'cloudflare_radar', 'C3_Glide', 'wpinteract', 'lsongai']
What is the time in the 'iso8601' format?	{'plan': 'timemachine', 'arguments': {}}	['webhooks', 'bramework', 'web_requests', 'CompanyInfoTool', 'timemachine']
What is the US Census API?	{'plan': 'blockatlas', 'arguments': {}}	['blockatlas', 'URLTool', 'smarttsicketsai', 'korea_subway', 'SceneXplain']
What keywords can you suggest to help optimize my content?	{'plan': 'keywordexplorer', 'arguments': {}}	['AusPetrolPrices', 'keywordexplorer', 'EarthquakeTool', 'seoanalysis', 'what_to_watch']
What kind of chat challenges can I do?	{'plan': 'word_sneak', 'arguments': {}}	['word_sneak', 'timeport', 'ph_ai_news_query', 'Substack_IQ', 'qreator']
What kind of courses are available for UI design?	{'plan': 'search', 'arguments': {}}	['universal', 'hackit_web_scanner', 'web_requests', 'search', 'MediaTool']
What kind of exam practice is available for IELTS speaking?	{'plan': 'Talkface_IELTS_Prep', 'arguments': {}}	['rephrase', 'kraftful', 'RestaurantBookingTool', 'Talkface_IELTS_Prep', 'AI2sql']
What kind of information do I need to provide to generate the video?	{'plan': 'Visla', 'arguments': {}}	['HouseRentingTool', 'ABCmouse', 'Visla', 'speechki_tts_plugin', 'abc_to_audio']
What kind of novelty entertainment does Mnemosyne Labs provide?	{'plan': 'Dr_Thoths_Tarot', 'arguments': {}}	['Dr_Thoths_Tarot', 'Talkface_IELTS_Prep', 'CTCP', 'GameTool', 'Review']
What kind of plant is this?	{'plan': 'IndoorPlants', 'arguments': {}}	['Chess', 'IndoorPlants', 'PolishTool', 'SuperchargeMyEV', 'clinical_trial_radar']
What kind of portfolio returns can I expect?	{'plan': 'Magnetis', 'arguments': {}}	['Magnetis', 'ShoppingAssistant', 'EmailByNylas', 'ndricks_sports_api', 'recipe_retrieval']
What kind of prompts can I generate for Midjourney?	{'plan': 'photorealistic', 'arguments': {}}	['photorealistic', 'seoanalysis', 'magi_codex', 'CranePumpsManuals', 'BookTool']
What kind of questions will I find in the IELTS speaking exam?	{'plan': 'Talkface_IELTS_Prep', 'arguments': {}}	['Talkface_IELTS_Prep', 'magi_codex', 'shimmer_daily', 'Now', 'portfoliopilot']
What live aviation data can I access?	{'plan': 'C3_Glide', 'arguments': {}}	['SceneXplain', 'C3_Glide', 'keyplays_football', 'dart', 'ad4mat']
What live events are happening near me this weekend?	{'plan': 'smarttsicketsai', 'arguments': {}}	['smarttsicketsai', 'ShoppingAssistant', 'LawTool', 'Man_of_Many', 'rephrase']
What map is currently being used in APEX Legends Ranked?	{'plan': 'ApexMap', 'arguments': {}}	['ApexMap', 'MemoryTool', 'StrologyTool', 'airqualityforeast', 'Tax_Calculator']
What map is used in APEX Legends Ranked?	{'plan': 'ApexMap', 'arguments': {}}	['Review', 'TripTool', 'SuperchargeMyEV', 'DietTool', 'ApexMap']
What map will be used in the next APEX Legends Ranked game?	{'plan': 'ApexMap', 'arguments': {}}	['ApexMap', 'JobTool', 'EarthquakeTool', 'ResearchFinder', 'web_requests']
What metrics are being used to measure my website?	{'plan': 'website_performance_insights', 'arguments': {}}	['website_performance_insights', 'Algorithma', 'NewsTool', 'MemoryTool', 'video_highlight']
What NOTAMs are in effect for PHNL?	{'plan': 'C3_Glide', 'arguments': {}}	['LawTool', 'ProductComparison', 'webhooks', 'sakenowa', 'C3_Glide']
What PPC ads have been used by a certain website?	{'plan': 'competitorppcads', 'arguments': {}}	['CharityTool', 'competitorppcads', 'sakenowa', 'heygen', 'word_sneak']
What pro teams are covered by the Sports API?	{'plan': 'ndricks_sports_api', 'arguments': {}}	['GameTool', 'calculator', 'BookTool', 'blockatlas', 'ndricks_sports_api']
What products are related to the latest Google Trends?	{'plan': 'Now', 'arguments': {}}	['Now', 'website_performance_insights', 'jini', 'hackit_web_scanner', 'C3_Glide']
What related keywords can I use to improve my content?	{'plan': 'keywordexplorer', 'arguments': {}}	['keywordexplorer', 'KalendarAI', 'MemeTool', 'WeatherTool', 'internetSearch']
What resources are available for electric vehicles?	{'plan': 'SuperchargeMyEV', 'arguments': {}}	['FinanceTool', 'champdex', 'SuperchargeMyEV', 'ImageSearch', 'smarttsicketsai']
What risks are associated with COVID-19?	{'plan': 'hubbubworld_hubbub_1', 'arguments': {}}	['what_to_watch', 'ShoppingAssistant', 'seoanalysis', 'hubbubworld_hubbub_1', 'speak']
What roads should I travel on in South Australia today?	{'plan': 'SASpeedCameras', 'arguments': {}}	['brandfetch', 'ProductSearch', 'copilot', 'SASpeedCameras', 'ExchangeTool']
What search expressions can I use?	{'plan': 'clinical_trial_radar', 'arguments': {}}	['clinical_trial_radar', 'haulingbuddies', 'rephrase', 'keyplays_football', 'SuperchargeMyEV']
What SEO tool can I use to increase the visibility of my content?	{'plan': 'keywordexplorer', 'arguments': {}}	['DietTool', 'keyplays_football', 'keywordexplorer', 'Planfit', 'Zapier']
What services does Mnemosyne Labs offer?	{'plan': 'Dr_Thoths_Tarot', 'arguments': {}}	['internetSearch', 'chatspot', 'Dr_Thoths_Tarot', 'brandfetch', 'PolishTool']
What should I do to ensure my plant stays healthy?	{'plan': 'IndoorPlants', 'arguments': {}}	['IndoorPlants', 'sakenowa', 'ai_council', 'speechki_tts_plugin', 'JobTool']
What should I wear to this event?	{'plan': 'AbleStyle', 'arguments': {}}	['uk_politics', 'AbleStyle', 'korea_subway', 'clinq', 'Creaticode_Extension_of_MIT_Scratch']
What should I wear today?	{'plan': 'AbleStyle', 'arguments': {}}	['MemeTool', 'TripTool', 'placid', 'AbleStyle', 'copywriter']
What shows are playing on Broadway this week?	{'plan': 'Broadway', 'arguments': {}}	['ExchangeTool', 'themeparkhipster', 'stellarexplorer', 'qreator', 'Broadway']
What shows can I see on Broadway in New York City?	{'plan': 'Broadway', 'arguments': {}}	['CharityTool', 'dev', 'Broadway', 'CreditYelp', 'Tax_Calculator']
What shows should I watch?	{'plan': 'what_to_watch', 'arguments': {}}	['HousePurchasingTool', 'WordCloud', 'ad4mat', 'what_to_watch', 'cloudflare_radar']
What strategy can I use to win at checkers?	{'plan': 'Checkers', 'arguments': {}}	['Now', 'WeatherTool', 'shimmer_daily', 'QuiverQuantitative', 'Checkers']
What suggestions do you have from DEV Community?	{'plan': 'dev', 'arguments': {}}	['AusPetrolPrices', 'ad4mat', 'ndricks_sports_api', 'Review', 'dev']
What Supercharger information is available for my city?	{'plan': 'SuperchargeMyEV', 'arguments': {}}	['SuperchargeMyEV', 'DietTool', 'lsongai', 'uberchord', 'hubbubworld_hubbub_1']
What threats should I be aware of on the Internet?	{'plan': 'cloudflare_radar', 'arguments': {}}	['Broadway', 'webhooks', 'cloudflare_radar', 'CTCP', 'ad4mat']
What time is it in the 'Asia/Shanghai' timezone?	{'plan': 'timemachine', 'arguments': {}}	['smarttsicketsai', 'AbleStyle', 'timemachine', 'PodcastTool', 'HouseRentingTool']
What tips can you give me for forming habits?	{'plan': 'mini_habits', 'arguments': {}}	['QuiverQuantitative', 'MyWritingCompanion', 'bramework', 'mini_habits', 'RestaurantBookingTool']
What tips do you have to help me succeed in fantasy soccer?	{'plan': 'talkfpl', 'arguments': {}}	['jini', 'hackit_web_scanner', 'create_qr_code', 'talkfpl', 'RoboAd']
What tools can I use to write clear product documentation?	{'plan': 'kraftful', 'arguments': {}}	['WordCloud', 'find_agency', 'kraftful', 'Discount', 'total_query_meta_search_engine']
What TV station is broadcasting the next game?	{'plan': 'keyplays_football', 'arguments': {}}	['tailor_erp', 'URLTool', 'recipe_retrieval', 'tira', 'keyplays_football']
What type of Psychometrics do you use?	{'plan': 'mbti', 'arguments': {}}	['recipe_retrieval', 'mbti', 'champdex', 'copywriter', 'Substack_IQ']
What was the score of the last soccer match?	{'plan': 'keyplays_football', 'arguments': {}}	['TalentOrg', 'MediaModifyTool', 'smarttsicketsai', 'fundsdbsearch', 'keyplays_football']
What's on TV tonight?	{'plan': 'what_to_watch', 'arguments': {}}	['what_to_watch', 'AI2sql', 'ResumeTool', 'MixerBox_Translate_AI_language_tutor', 'smarttsicketsai']
What's the air quality like in zip code xxxxx?	{'plan': 'airqualityforeast', 'arguments': {}}	['Glowing', 'airqualityforeast', 'Visla', 'chat_with_workspace', 'abc_to_audio']
What's the latest news from Google?	{'plan': 'web_requests', 'arguments': {}}	['brandfetch', 'hubbubworld_hubbub_1', 'Sudoku', 'photorealistic', 'web_requests']
What's the latest news?	{'plan': 'lsongai', 'arguments': {}}	['create_qr_code', 'lsongai', 'dart', 'recipe_retrieval', 'hubbubworld_hubbub_1']
Where can I buy beauty products online?	{'plan': 'tira', 'arguments': {}}	['JobTool', 'AutoInfra1', 'Bohita', 'tira', 'EarthquakeTool']
Where can I find a course catalog?	{'plan': 'search', 'arguments': {}}	['portfoliopilot', 'MemeTool', 'MapTool', 'search', 'Algorithma']
Where can I find information about League of Legends champions?	{'plan': 'champdex', 'arguments': {}}	['total_query_meta_search_engine', 'KalendarAI', 'champdex', 'decision_journal', 'haulingbuddies']
Where can I find non-Tesla Superchargers near me?	{'plan': 'SuperchargeMyEV', 'arguments': {}}	['local', 'SuperchargeMyEV', 'CarYardBard', 'tira', 'smarttsicketsai']
Where can I find the best Father's Day gifts?	{'plan': 'shimmer_daily', 'arguments': {}}	['Zapier', 'dev', 'shimmer_daily', 'smarttsicketsai', 'tailor_erp']
Where can I find the latest information on COVID-19?	{'plan': 'hubbubworld_hubbub_1', 'arguments': {}}	['brandfetch', 'Google_Ads_Shopping_Microsoft_Ads_pay_per_click', 'Now', 'uberchord', 'hubbubworld_hubbub_1']
Where can I find the link to share the video?	{'plan': 'Visla', 'arguments': {}}	['bramework', 'Visla', 'StrologyTool', 'VideoSummarizeTool', 'CranePumpsManuals']
Where can I find transcripts of my company's calls?	{'plan': 'buildbetter', 'arguments': {}}	['MapTool', 'ChatOCR', 'C3_Glide', 'buildbetter', 'CourseTool']
Where can I stream the show Y?	{'plan': 'what_to_watch', 'arguments': {}}	['ABCmouse', 'what_to_watch', 'speak', 'DataRetrievalTool', 'competitorppcads']
Where can I watch the show X?	{'plan': 'what_to_watch', 'arguments': {}}	['DataRetrievalTool', 'what_to_watch', 'Review', 'Zapier', 'ResumeTool']
Where is the ISS currently located?	{'plan': 'locator', 'arguments': {}}	['ArtCollection', 'locator', 'RoboAd', 'video_highlight', 'create_qr_code']
Where is the nearest subway station to my current location?	{'plan': 'korea_subway', 'arguments': {}}	['WebRewind', 'DataRetrievalTool', 'photorealistic', 'MixerBox_Translate_AI_language_tutor', 'korea_subway']
Who are the astronauts currently in space?	{'plan': 'locator', 'arguments': {}}	['portfoliopilot', 'locator', 'word_counter', 'AusPetrolPrices', 'MapTool']
Who are the League of Legends champions?	{'plan': 'champdex', 'arguments': {}}	['champdex', 'clinical_trial_radar', 'Puzzle_Constructor', 'timemachine', 'MixerBox_WebSearchG_web_search']
Who is the better player to choose between player A and player B?	{'plan': 'talkfpl', 'arguments': {}}	['keywordexplorer', 'CarYardBard', 'talkfpl', 'tailor_erp', 'mbti']
I need you to calculate 5.3126**3.8767 for me.	{'plan': 'calculator', 'arguments': {}}	['Checkers', 'calculator', 'ResumeTool', 'SummarizeAnything_pr', 'deployscript']
Sure, could you please calculate the result of 4.8173**2.3094 and provide it to me?	{'plan': 'calculator', 'arguments': {}}	['timemachine', 'calculator', 'PodcastTool', 'noteable', 'hubbubworld_hubbub_1']
Can you please perform the bitwise OR operation between the decimal numbers 10 (1010 in binary) and 6 (0110 in binary) and provide me with the result?	{'plan': 'calculator', 'arguments': {}}	['ImageSearch', 'calculator', 'uk_politics', 'local', 'AusPetrolPrices']
Can you find me a step-by-step tutorial with clear instructions, including the exact measurements and ingredients required, on how to bake a moist and decadent chocolate cake that is suitable for beginners, available on YouTube?	{'plan': 'video_highlight', 'arguments': {}}	['CreditYelp', 'Dr_Thoths_Tarot', 'video_highlight', 'copilot', 'calculator']
